DATE,Station-Point,Latitude,Longitude,0,10,20,30,50,75,100,125,150,200,250,300,400,500,SSH
1996-12-11,104-08,37.0567,130.3117,16.71,16.71,16.72,16.72,15.11,12.25,5.19,1.93,1.53,1.05,0.87,0.69,0.54,0.44,0.5567
1997-02-14,104-08,37.0567,130.3117,10.63,10.61,10.61,10.54,10.28,5.53,2.94,2.35,1.68,1.18,0.96,0.83,0.58,0.44,0.5049
1997-04-14,104-08,37.0567,130.3117,13.99,13.99,13.96,13.88,13.69,12.83,10.62,6.83,5.32,2.47,1.52,1.12,0.7,0.5,0.49200000000000005
1997-06-10,104-08,37.0567,130.3117,18.7,17.99,16.72,15.77,14.78,13.03,11.12,8.28,7.02,3.96,1.63,1.1,0.76,0.58,0.5818
1997-08-27,104-08,37.0567,130.3117,25.34,25.31,21.75,15.88,11.12,5.98,3.55,2.65,1.97,1.21,0.98,0.82,0.59,0.46,0.5744
1997-10-15,104-08,37.0567,130.3117,18.0,18.01,17.69,13.6,8.47,4.59,2.72,2.08,1.55,1.14,0.87,0.72,0.52,0.41,0.49820000000000003
1997-12-14,104-08,37.0567,130.3117,16.24,16.24,16.27,16.3,16.27,16.15,13.6,7.06,3.05,1.5,1.14,0.89,0.63,0.55,0.6205
1998-02-23,104-08,37.0567,130.3117,12.03,12.03,12.03,12.04,12.03,12.02,10.65,8.12,4.62,2.21,1.31,1.0,0.68,0.51,0.5253
1998-06-09,104-08,37.0567,130.3117,18.6,18.59,18.21,17.76,15.48,13.38,11.0,7.73,5.12,2.28,1.38,1.07,0.73,0.57,0.6323000000000001
1998-08-21,104-08,37.0567,130.3117,23.74,21.71,16.86,11.79,7.21,4.67,2.82,1.9,1.43,1.05,0.85,0.7,0.51,0.44,0.5022
1998-10-22,104-08,37.0567,130.3117,22.92,22.92,22.92,22.92,16.92,13.82,6.62,3.52,2.72,1.42,0.92,0.72,0.52,0.42,0.7354
1998-12-13,104-08,37.0567,130.3117,17.22,17.22,17.22,17.12,16.22,14.92,14.62,10.12,6.52,3.02,1.62,1.12,0.72,0.52,0.6547000000000001
1999-02-15,104-08,37.0567,130.3117,11.28,11.29,11.29,11.3,11.31,11.31,11.29,11.26,11.27,11.34,6.84,2.61,1.14,0.75,0.6374000000000001
1999-04-18,104-08,37.0567,130.3117,13.76,13.24,12.91,12.59,12.15,11.34,10.81,10.63,10.15,7.99,4.52,2.24,0.95,0.68,0.6675
1999-06-06,104-08,37.0567,130.3117,18.32,17.16,16.84,16.13,13.82,11.84,11.29,10.76,10.29,7.1,1.82,1.23,0.82,0.6,0.6218
1999-08-29,104-08,37.0567,130.3117,24.26,24.21,24.25,20.58,16.03,14.96,12.34,10.61,7.58,2.17,1.32,1.07,0.77,0.55,0.7317
1999-12-29,104-08,37.0567,130.3117,14.56,14.56,14.56,14.56,14.56,14.57,14.57,12.48,8.3,2.92,1.46,1.03,0.73,0.56,0.7134
2000-03-01,104-08,37.0567,130.3117,12.17,12.15,12.16,11.28,11.01,11.0,10.99,10.13,7.83,3.12,1.38,0.97,0.69,0.51,0.671
2000-04-15,104-08,37.0567,130.3117,11.63,11.64,11.44,11.4,11.26,11.16,10.93,10.77,10.21,7.05,4.72,2.07,0.89,0.65,0.5964
2000-06-12,104-08,37.0567,130.3117,18.45,18.32,14.09,12.59,11.72,11.02,10.81,10.69,10.21,8.0,4.07,1.83,0.89,0.61,0.6145
2000-08-06,104-08,37.0567,130.3117,23.11,19.85,16.93,12.91,11.47,11.09,10.86,10.82,10.63,9.12,4.64,1.65,0.88,0.8,0.6728000000000001
2000-10-11,104-08,37.0567,130.3117,20.29,20.27,19.79,18.75,13.03,11.73,11.18,10.83,10.53,6.86,3.26,1.51,0.99,0.7,0.679
2000-12-09,104-08,37.0567,130.3117,15.21,15.22,15.22,15.23,15.23,13.29,11.4,10.96,10.65,6.88,2.5,1.58,1.0,0.71,0.7687
2001-02-19,104-08,37.0567,130.3117,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.08,11.07,10.53,7.26,2.44,0.99,0.79,0.6927
2001-04-16,104-08,37.0567,130.3117,12.91,12.9,12.88,12.73,12.02,10.97,9.34,8.6,7.07,3.77,1.7,1.21,0.84,0.64,0.5702
2001-06-11,104-08,37.0567,130.3117,19.26,18.88,17.96,17.33,13.61,9.12,7.03,3.99,2.56,1.48,1.01,0.81,0.67,0.55,0.5635
2001-10-22,104-08,37.0567,130.3117,20.91,20.96,20.95,20.99,20.44,16.88,15.8,14.52,12.62,10.88,5.02,1.52,0.85,0.64,0.9342
2001-12-20,104-08,37.0567,130.3117,14.45,14.7,14.76,14.77,14.77,14.76,14.75,12.32,8.42,2.99,1.58,1.03,0.76,0.58,0.6609
2002-04-19,104-08,37.0567,130.3117,13.11,13.08,12.62,12.33,11.52,11.15,11.09,10.83,9.96,8.09,3.6,1.39,0.87,0.67,0.6032000000000001
2002-06-06,104-08,37.0567,130.3117,20.7,20.37,19.06,17.96,16.53,15.14,14.77,11.15,9.07,3.98,1.47,1.03,0.73,0.58,0.6831
2002-08-17,104-08,37.0567,130.3117,21.95,21.92,19.36,17.33,15.75,14.54,12.4,11.19,10.32,5.71,2.11,1.19,0.8,0.62,0.7082
2002-10-30,104-08,37.0567,130.3117,17.56,17.92,17.87,17.61,17.38,16.51,12.1,8.35,5.55,2.59,1.01,0.89,0.68,0.54,0.7028
2002-12-20,104-08,37.0567,130.3117,12.44,12.64,12.65,12.67,12.68,12.68,11.53,9.82,5.62,2.13,1.23,0.93,0.7,0.54,0.6002000000000001
2003-02-24,104-08,37.0567,130.3117,9.57,9.59,9.63,9.64,9.64,9.6,9.4,9.23,7.37,2.23,1.34,0.93,0.73,0.55,0.5332
2003-06-13,104-08,37.0567,130.3117,19.73,19.67,17.81,16.43,14.9,13.97,13.07,11.53,9.72,4.17,1.68,1.02,0.73,0.58,0.678
2003-10-16,104-08,37.0567,130.3117,20.03,20.04,20.03,19.98,18.53,15.39,13.7,10.73,8.28,3.1,1.44,0.96,0.68,0.51,0.8410000000000001
2003-12-24,104-08,37.0567,130.3117,15.7,15.76,15.81,15.81,15.79,15.15,13.44,10.74,7.43,3.12,1.61,1.0,0.65,0.52,0.6702
2004-02-16,104-08,37.0567,130.3117,10.68,10.82,10.8,10.79,10.78,10.76,10.75,10.75,10.74,10.31,7.37,3.63,1.09,0.67,0.6374000000000001
2004-04-30,104-08,37.0567,130.3117,12.3,12.31,12.03,11.68,11.59,10.32,10.1,9.4,8.57,4.92,1.85,1.11,0.7,0.55,0.5615
2004-06-14,104-08,37.0567,130.3117,19.24,19.21,17.56,15.37,13.91,11.67,10.72,10.22,9.69,7.62,3.59,1.61,0.85,0.66,0.6535000000000001
2004-08-13,104-08,37.0567,130.3117,26.72,22.52,17.11,15.66,14.87,13.2,10.27,7.18,4.55,1.63,1.05,0.84,0.6,0.49,0.6900000000000001
2004-10-23,104-08,37.0567,130.3117,20.44,20.45,20.4,18.93,17.81,14.96,10.22,7.27,4.38,1.75,1.02,0.84,0.63,0.44,0.7131000000000001
2004-12-12,104-08,37.0567,130.3117,16.91,17.2,17.19,17.11,17.03,16.14,15.6,13.63,9.42,2.9,1.33,0.91,0.66,0.52,0.7382000000000001
2005-04-17,104-08,37.0567,130.3117,11.0,11.0,10.99,10.93,10.67,10.42,10.45,10.21,9.71,6.22,2.67,1.37,0.85,0.62,0.5264
2005-06-22,104-08,37.0567,130.3117,21.0,18.19,11.15,8.66,5.21,3.25,2.3,1.72,1.42,1.02,0.85,0.75,0.59,0.49,0.4852
2005-12-28,104-08,37.0567,130.3117,12.87,12.88,12.92,12.93,12.93,12.92,12.77,12.71,11.33,4.15,2.11,1.18,0.88,0.63,0.6621
2006-02-22,104-08,37.0567,130.3117,10.63,10.63,10.63,10.61,10.51,10.5,10.48,10.45,10.31,8.94,4.14,1.9,0.94,0.69,0.5917
2006-06-19,104-08,37.0567,130.3117,19.55,17.75,16.03,14.3,13.89,8.47,5.22,3.83,3.07,1.34,1.04,0.92,0.77,0.69,0.5247
2007-04-07,104-08,37.0567,130.3117,13.0476,13.0697,13.0285,12.966,12.940999999999999,12.3973,11.9176,10.9918,8.8021,3.7176,1.9554,1.2848,0.7569,0.626,0.6354000000000001
2007-06-13,104-08,37.0567,130.3117,19.9635,19.6969,16.4909,15.4624,15.6981,15.7675,10.0807,5.1201,3.0986,1.5536,1.1517,0.9361,0.6986,0.578,0.6026
2007-08-17,104-08,37.0567,130.3117,25.6014,25.3922,21.0103,15.7116,12.591,8.5857,5.5653,3.4131,2.5648,1.5508,1.1446,0.9286,0.7053,0.5738,0.6114
2007-10-15,104-08,37.0567,130.3117,22.9682,22.9824,22.9668,22.9078,17.0794,14.6139,9.0237,5.4293,3.3879,1.7779,1.1517,0.945,0.7012,0.5893,0.6671
2007-12-11,104-08,37.0567,130.3117,17.537,17.5469,17.5511,17.5562,17.4815,17.4795,17.0504,12.6565,4.8857,1.9525,1.3551,1.0332,0.7651,0.6244,0.7558
2008-04-12,104-08,37.0567,130.3117,12.4386,12.4753,12.4769,12.4763,12.4169,12.384,12.0065,11.1558,10.6048,7.1151,1.7549,1.0731,0.7678,0.6222,0.6089
2008-06-13,104-08,37.0567,130.3117,19.2715,18.8756,17.6645,15.502,15.0367,13.2087,10.4018,7.6747,5.5273,4.6509,2.4875,1.4397,0.8992,0.7096,0.6148
2008-08-11,104-08,37.0567,130.3117,25.4842,18.4393,16.0875,15.2762,14.767999999999999,14.5278,10.5906,7.4869,4.6828,2.0665,1.3141,1.0187,0.7856,0.6299,0.6687000000000001
2008-10-13,104-08,37.0567,130.3117,22.2271,22.2249,22.2192,22.2049,16.7879,14.9895,12.0931,10.7022,10.5122,6.8208,3.0137,1.6171,0.8778,0.6824,0.7765000000000001
2008-12-12,104-08,37.0567,130.3117,15.6993,15.7013,15.700999999999999,15.6991,15.6666,15.6566,14.4212,9.2419,6.2331,2.0888,1.2729,0.9609,0.7147,0.5828,0.7209
2009-02-27,104-08,37.0567,130.3117,12.5851,12.5803,12.5744,12.5716,12.5723,12.571,12.5572,12.3083,10.0268,3.7377,1.6261,1.0609,0.7522,0.6127,0.5915
2009-04-10,104-08,37.0567,130.3117,12.7412,12.6925,12.578,12.2555,12.0167,11.9225,12.0457,12.078,11.6572,7.0728,1.7265,1.1520000000000001,0.7991,0.6274,0.5725
2009-06-08,104-08,37.0567,130.3117,17.56,16.6793,16.5372,15.3684,13.3875,12.2435,10.975999999999999,10.1761,8.9763,3.9109,1.7468,1.0891,0.8055,0.639,0.6556000000000001
2009-08-23,104-08,37.0567,130.3117,25.3449,25.3579,22.7925,19.0888,15.328,15.5247,14.4207,12.2681,10.4509,4.4464,1.9929,1.2507,0.8261,0.6589,0.8052
2009-10-14,104-08,37.0567,130.3117,21.0703,21.0566,20.601,20.3121,16.8796,15.0984,13.0403,9.4289,6.8236,2.8827,1.5364,1.0549,0.7886,0.6177,0.797
2009-12-24,104-08,37.0567,130.3117,12.327,12.3288,12.3324,12.3277,12.0002,11.7711,10.7939,7.3916,4.3952,2.0756,1.4028,1.0191,0.7778,0.5932,0.5831000000000001
2010-02-23,104-08,37.0567,130.3117,10.3136,10.3093,9.9535,9.5391,8.2958,7.0535,4.9635,3.6341,2.3295,1.2768,0.9477,0.8288,0.6435,0.5239,0.5144000000000001
2010-04-06,104-08,37.0567,130.3117,10.8974,10.892999999999999,10.762,10.725999999999999,10.4962,7.8362,4.8002,3.4524,2.157,1.3882,0.9940000000000001,0.8053,0.6136,0.5071,0.44870000000000004
2010-06-21,104-08,37.0567,130.3117,22.1693,18.4656,16.9598,16.0974,15.4523,13.919,11.5076,8.9735,3.1039,2.2627,1.6833,1.3894,1.3305,0.9162,0.5922000000000001
2010-10-17,104-08,37.0567,130.3117,22.3861,22.6244,22.7465,20.297,17.6611,17.0562,16.3306,11.7203,4.9132,1.9434,1.2924,0.9968,0.759,0.6033,0.7978000000000001
2010-12-21,104-08,37.0567,130.3117,15.8941,15.8963,15.922,15.9407,16.1385,16.295,16.2849,14.7503,8.8736,1.8481,1.3009,1.0714,0.7839,0.6355,0.6691
2011-02-20,104-08,37.0567,130.3117,10.1733,10.1785,10.1553,10.1411,9.889,9.8403,9.3142,8.788,7.1453,3.0026,1.7248,1.2204,0.8136,0.675,0.5468000000000001
2011-04-12,104-08,37.0567,130.3117,10.4648,10.3881,10.3764,10.1243,8.9119,8.0055,7.0023,5.016,3.2933,1.8952,1.2557,1.0562,0.7401,0.6069,0.47490000000000004
2011-06-13,104-08,37.0567,130.3117,,,,,,,,,,,,,,,0.6119
2011-08-28,104-08,37.0567,130.3117,24.6739,15.8827,13.0758,11.8837,10.7387,9.9743,9.7741,9.6286,9.4985,9.157,5.6442,2.335,1.3596,0.8885,0.6924
2011-10-09,104-08,37.0567,130.3117,20.8492,20.5086,20.2249,12.7046,10.9018,10.0614,9.8542,9.6756,9.5721,9.3288,5.922000000000001,2.3458,1.3168,0.8903,0.7907000000000001
2011-12-14,104-08,37.0567,130.3117,17.5121,17.5303,17.5135,17.4344,17.4029,17.3318,17.1904,15.4143,6.3865,1.7625,1.3386,1.1022,0.795,0.6355,0.7291000000000001
2012-02-13,104-08,37.0567,130.3117,10.3293,10.3258,10.3192,10.3102,10.3083,10.3006,9.9684,9.4006,7.7073,3.1006,1.6355,1.3024,0.9123,0.6714,0.5838
2012-04-10,104-08,37.0567,130.3117,10.2134,9.8198,9.7785,9.7674,9.7452,9.7369,9.7297,9.6715,9.6391,9.4683,8.3245,3.6710000000000003,1.3095,0.9291,0.6064
2012-06-23,104-08,37.0567,130.3117,20.9278,20.8592,16.8633,14.7104,12.8961,9.8521,9.7174,9.6665,9.6388,9.4928,8.1971,4.2018,1.2462,0.8602,0.7063
2012-08-25,104-08,37.0567,130.3117,27.0142,27.0244,27.0234,21.5465,16.4711,14.3525,14.4153,10.9573,6.3012,2.2233,1.3817,1.0989,0.7935,0.643,0.8278000000000001
2012-10-09,104-08,37.0567,130.3117,20.8132,20.8042,20.8118,20.8316,16.5322,15.4729,11.0137,6.9129,4.7405,2.3648,1.3458,1.095,0.8389,0.6736,0.805
2012-12-14,104-08,37.0567,130.3117,15.775,15.7787,15.7788,15.7697,15.5611,15.1128,14.3482,9.9821,5.1896,1.9819,1.2961,1.0398,0.7966,0.6622,0.6953
2013-02-26,104-08,37.0567,130.3117,10.26,10.26,10.27,10.27,10.27,10.26,10.26,10.24,10.15,8.42,4.21,2.45,1.13,0.76,0.6743
2013-04-16,104-08,37.0567,130.3117,13.47,13.47,13.46,13.44,11.5,10.95,10.65,9.85,8.14,5.99,4.46,2.12,1.07,0.79,0.6695
2013-06-10,104-08,37.0567,130.3117,20.03,19.81,17.68,16.45,15.51,13.93,9.89,7.22,3.9,1.58,1.13,1.0,0.87,0.76,0.6086
2013-08-21,104-08,37.0567,130.3117,25.63,22.36,19.36,18.85,15.73,15.28,13.3,10.81,8.81,4.08,2.21,1.57,1.05,0.78,0.749
2013-10-28,104-08,37.0567,130.3117,20.41,20.41,20.42,20.52,18.63,17.19,15.55,12.24,7.25,3.46,1.87,1.26,0.88,0.71,0.8615
2013-12-08,104-08,37.0567,130.3117,16.68,16.67,16.67,16.65,16.16,14.19,9.48,5.14,3.19,1.89,1.32,1.08,0.8,0.65,0.6018
2014-02-26,104-08,37.0567,130.3117,11.0269,11.0278,11.0271,11.0161,11.0028,10.9893,10.9346,10.7527,10.3524,7.371,2.8947,1.5995,1.0175,0.7662,0.659
2014-04-17,104-08,37.0567,130.3117,12.3725,11.944,11.4128,11.0841,10.911,10.7587,10.7547,10.607000000000001,10.5901,10.3706,8.7436,4.0986,1.2136,0.9003,0.7597
2014-06-10,104-08,37.0567,130.3117,19.4731,19.1532,18.1981,16.6068,14.6932,13.3716,11.6233,10.9198,9.9966,6.586,2.4516,1.3349,0.9503,0.7684,0.6748000000000001
2014-08-17,104-08,37.0567,130.3117,23.0684,22.9003,20.2744,17.2607,15.466,13.9266,12.0406,11.0588,10.6135,8.4693,3.2895,1.743,1.0028,0.7899,0.7889
2014-10-20,104-08,37.0567,130.3117,21.6837,21.6899,21.6957,21.7109,21.8791,21.0641,14.8669,11.7016,8.859,3.8708,1.659,1.1968,0.8844,0.7022,0.8967
2014-12-10,104-08,37.0567,130.3117,16.5413,16.5463,16.5478,16.5499,16.5529,16.5551,16.3589,14.3008,11.1726,4.9383,2.0255,1.1774,0.8647,0.7161,0.7884
2015-02-12,104-08,37.0567,130.3117,11.2695,11.2731,11.2767,11.2727,11.2793,11.2724,11.2667,11.2581,11.0974,7.9537,2.9224,2.0489,1.0244,0.7935,0.7248
2015-04-16,104-08,37.0567,130.3117,10.9083,10.9046,10.8226,10.779000000000002,10.6167,10.6049,10.4781,10.3979,10.3759,9.6215,5.6361,2.6684,1.0949,0.8403,0.6197
2015-06-15,104-08,37.0567,130.3117,20.4792,19.8669,17.1662,14.8397,15.1546,12.9722,11.1446,10.7069,10.3156,7.4068,3.4003,1.7396,1.0222,0.828,0.7358
2015-08-10,104-08,37.0567,130.3117,25.3693,22.1631,19.4285,15.8501,14.4375,12.3203,10.9234,10.5503,10.3985,10.1745,7.7892,2.8412,1.1828,0.9189,0.8638
2015-10-24,104-08,37.0567,130.3117,20.2902,20.2899,20.1022,19.1893,15.4533,13.0659,11.6961,11.0378,10.7897,10.3466,9.2369,4.0088,1.4153,0.9553,0.9221
2015-12-10,104-08,37.0567,130.3117,15.4495,15.4511,15.4556,15.4595,15.338,15.3004,12.2745,10.9755,10.5851,7.4889,3.1392,1.7080000000000002,1.1015,0.8583,0.8
2016-02-23,104-08,37.0567,130.3117,11.1396,11.1419,11.1552,11.1534,11.155,11.161,11.1625,11.1661,11.0572,10.1309,6.3754,2.2624,1.1651,0.8548,0.7152000000000001
2016-04-12,104-08,37.0567,130.3117,12.7228,12.7252,12.6983,12.6746,11.4604,11.0629,10.6468,10.5279,10.2507,8.3322,5.454,2.4526,1.1573,0.8522,0.7587
2016-06-21,104-08,37.0567,130.3117,22.0806,22.0538,18.0205,16.9352,15.9416,15.6877,14.1667,12.1108,10.5544,6.3762,2.7855,1.6356,1.0388,0.8147,0.7696000000000001
2016-08-10,104-08,37.0567,130.3117,29.0423,25.7924,19.164,18.4105,18.0518,17.0173,15.5209,12.9721,10.2371,5.3839999999999995,2.4025,1.4394,1.0276,0.8140000000000001,0.8165
2016-10-14,104-08,37.0567,130.3117,22.2189,22.2193,22.2262,22.4444,19.0878,17.3786,16.5047,15.2547,12.2763,3.8633,1.5507,1.187,0.9068,0.7341,0.9559000000000001
2016-12-12,104-08,37.0567,130.3117,17.4867,17.4941,17.4238,17.4411,17.2575,17.0734,16.9597,13.043,7.2941,2.6259,1.5744,1.2304,0.8985,0.7487,0.8863000000000001
2017-02-14,104-08,37.0567,130.3117,12.3169,12.3213,12.3226,12.3192,12.3198,12.325999999999999,12.3323,12.3359,12.3447,12.093,7.18,2.5897,1.1639,0.8706,0.8325
2017-04-10,104-08,37.0567,130.3117,12.1375,12.1196,11.9881,11.5947,11.547,11.5795,11.5759,11.5737,11.3842,10.3244,4.268,1.7465,1.109,0.8496,0.7045
2017-06-20,104-08,37.0567,130.3117,20.1301,20.0854,18.4258,16.5349,12.7651,11.8922,11.6311,11.4256,10.8894,7.5494,2.3302,1.4749,0.987,0.7839,0.6722
2017-08-18,104-08,37.0567,130.3117,25.7603,25.679000000000002,19.1014,17.9731,16.5956,16.1917,14.0423,9.8349,6.9032,1.9694,1.3546,1.1249,0.8356,0.706,0.7079000000000001
2017-10-20,104-08,37.0567,130.3117,22.4545,22.4365,22.4327,22.4297,19.3862,16.8331,15.2586,12.5911,8.996,2.1489,1.4613,1.1395,0.8743,0.7278,0.8565
2017-12-15,104-08,37.0567,130.3117,13.2523,13.2416,13.2737,13.2729,13.277000000000001,13.2806,13.0242,11.8197,10.8111,5.0338,1.7244,1.2872,0.9545,0.7714,0.6288
1993-02-09,104-09,37.0567,130.6267,11.64,11.92,11.81,11.81,11.91,11.91,11.86,11.81,11.91,11.6,11.09,9.16,2.55,1.32,0.6208
1993-04-16,104-09,37.0567,130.6267,13.83,13.29,12.91,12.59,12.04,11.71,11.22,10.19,9.26,6.56,3.25,2.03,0.99,0.69,0.6356
1993-06-02,104-09,37.0567,130.6267,19.8,18.3,16.36,14.56,14.38,12.09,10.62,9.66,9.3,9.13,1.77,1.33,0.99,0.91,0.5987
1993-08-17,104-09,37.0567,130.6267,19.21,17.69,16.42,10.81,9.37,4.01,3.24,3.15,2.24,1.6,1.38,1.1,0.71,0.49,0.4418
1993-10-27,104-09,37.0567,130.6267,18.48,18.39,18.39,18.39,16.32,13.96,12.26,8.25,5.99,3.87,1.95,1.5,0.75,0.74,0.6161
1993-12-16,104-09,37.0567,130.6267,12.67,12.09,11.19,10.82,10.04,9.67,8.35,5.35,4.91,4.57,4.42,2.77,1.67,0.55,0.3931
1994-02-20,104-09,37.0567,130.6267,11.93,11.92,11.94,11.1,10.13,9.94,9.24,3.79,2.66,1.71,1.34,1.01,0.8,0.54,0.4577
1994-04-20,104-09,37.0567,130.6267,13.71,12.63,12.4,11.38,10.91,10.82,10.67,9.02,6.17,4.94,2.14,1.46,0.93,0.58,0.55
1994-06-24,104-09,37.0567,130.6267,18.96,18.43,17.74,16.07,15.25,14.67,13.14,11.5,9.74,3.65,1.86,1.33,0.74,0.5,0.6013000000000001
1994-08-19,104-09,37.0567,130.6267,25.2,23.48,18.58,14.48,12.52,7.58,4.92,3.2,2.89,1.94,1.7,1.12,0.75,0.7,0.5788
1994-10-14,104-09,37.0567,130.6267,16.63,16.61,16.52,16.27,8.96,4.57,3.53,2.61,1.83,1.32,0.99,0.82,0.58,0.41,0.5648000000000001
1994-12-21,104-09,37.0567,130.6267,16.05,16.07,16.05,16.02,15.96,15.26,14.04,10.93,4.72,2.39,1.5,1.17,0.76,0.45,0.6583
1995-04-13,104-09,37.0567,130.6267,11.28,11.27,11.27,11.26,11.25,11.24,11.22,11.2,11.14,11.06,5.72,2.09,0.95,0.55,0.5625
1995-06-09,104-09,37.0567,130.6267,17.14,16.55,16.12,15.05,13.27,12.05,7.46,11.24,11.18,8.92,2.88,1.45,0.82,0.54,0.5692
1995-08-10,104-09,37.0567,130.6267,23.4,21.4,18.04,16.07,13.99,12.19,10.95,9.66,7.63,4.48,1.78,1.23,0.78,0.58,0.5869
1995-10-24,104-09,37.0567,130.6267,18.89,18.9,18.87,14.48,13.02,7.17,3.91,2.6,1.94,1.21,0.88,0.74,0.51,0.4,0.5397000000000001
1995-12-11,104-09,37.0567,130.6267,15.89,15.89,15.86,14.96,13.06,11.11,7.88,4.47,3.01,1.52,1.12,0.85,0.58,0.44,0.5459
1996-02-14,104-09,37.0567,130.6267,10.14,10.42,10.4,10.39,10.39,9.37,8.32,7.23,5.98,4.92,1.9,1.08,0.91,0.45,0.47900000000000004
1996-04-07,104-09,37.0567,130.6267,9.66,9.45,9.37,9.31,9.29,9.02,7.61,6.89,6.3,4.12,1.83,1.16,0.73,0.5,0.44830000000000003
1996-06-10,104-09,37.0567,130.6267,17.88,17.6,15.75,13.55,11.97,10.32,7.0,6.56,4.55,2.26,1.36,1.02,0.7,0.48,0.51
1996-08-04,104-09,37.0567,130.6267,25.5,22.51,17.33,14.17,11.97,8.06,5.15,3.74,2.8,1.51,1.02,0.8,0.55,0.42,0.518
1996-10-11,104-09,37.0567,130.6267,21.66,21.65,21.66,17.48,11.85,4.64,2.9,2.4,1.87,1.37,0.98,0.77,0.58,0.45,0.6252
1996-12-11,104-09,37.0567,130.6267,16.43,16.43,16.44,16.43,16.44,16.45,16.17,13.87,5.87,2.22,1.44,1.06,0.72,0.49,0.6543
1997-02-14,104-09,37.0567,130.6267,11.53,11.34,10.9,10.78,10.72,7.82,4.0,2.49,1.81,1.3,1.05,0.89,0.61,0.45,0.5315
1997-04-14,104-09,37.0567,130.6267,12.2,12.21,12.04,11.89,10.1,7.65,6.05,5.12,3.54,1.61,1.21,0.91,0.64,0.51,0.4616
1997-06-10,104-09,37.0567,130.6267,18.33,18.08,16.38,15.75,13.67,12.09,9.32,8.11,7.88,6.45,3.15,1.4,0.87,0.7,0.5867
1997-08-27,104-09,37.0567,130.6267,26.01,26.06,25.31,22.12,16.81,13.93,6.56,3.95,2.34,1.35,1.03,0.83,0.59,0.45,0.6197
1997-10-15,104-09,37.0567,130.6267,20.23,21.1,19.08,18.52,13.88,6.47,3.52,2.45,1.85,1.32,1.01,0.81,0.59,0.44,0.5675
1997-12-14,104-09,37.0567,130.6267,16.41,16.41,16.41,16.41,16.42,16.4,16.34,13.13,5.29,1.71,1.21,0.92,0.62,0.44,0.6611
1998-02-23,104-09,37.0567,130.6267,12.06,12.06,12.06,12.06,11.27,10.63,9.97,6.67,3.63,1.68,1.25,0.88,0.61,0.47,0.5146000000000001
1998-04-10,104-09,37.0567,130.6267,14.24,14.24,14.27,14.0,13.47,13.33,12.87,12.18,8.91,2.62,1.37,0.95,0.68,0.54,0.5607
1998-06-08,104-09,37.0567,130.6267,18.47,18.47,18.19,16.15,14.82,13.08,10.97,8.44,5.2,2.44,1.38,1.03,0.67,0.51,0.6094
1998-08-22,104-09,37.0567,130.6267,23.6,23.14,21.37,17.62,13.99,11.59,9.49,6.19,3.94,1.83,1.31,0.97,0.69,0.61,0.6018
1998-10-22,104-09,37.0567,130.6267,22.02,22.02,22.02,22.02,17.32,15.82,15.12,9.32,5.42,2.12,1.22,0.92,0.62,0.52,0.7728
1998-12-13,104-09,37.0567,130.6267,14.72,14.72,14.72,14.72,14.72,14.72,14.52,12.62,10.52,6.32,3.02,1.52,0.92,0.62,0.7011000000000001
1999-02-15,104-09,37.0567,130.6267,11.32,11.32,11.31,11.32,11.34,11.35,11.34,11.34,11.32,10.53,5.67,2.16,1.0,0.67,0.6523
1999-04-18,104-09,37.0567,130.6267,13.77,13.64,13.48,13.18,12.21,11.53,10.88,10.73,10.4,8.85,3.8,1.74,0.96,0.64,0.6494
1999-06-06,104-09,37.0567,130.6267,18.52,18.51,17.72,16.67,14.84,13.15,11.63,10.93,9.85,5.12,2.02,1.25,0.81,0.58,0.624
1999-08-29,104-09,37.0567,130.6267,24.48,24.45,23.82,18.44,16.18,14.42,12.55,11.09,10.52,5.71,2.41,1.31,0.84,0.64,0.7599
1999-12-29,104-09,37.0567,130.6267,14.67,14.65,14.68,14.68,14.69,14.73,14.75,13.28,10.92,5.85,2.25,1.4,0.77,0.55,0.7282000000000001
2000-03-01,104-09,37.0567,130.6267,10.9,10.91,10.91,10.9,10.92,10.92,10.92,10.89,10.68,8.56,3.81,1.87,0.95,0.65,0.7279
2000-04-15,104-09,37.0567,130.6267,11.27,11.26,11.2,11.02,10.94,10.85,10.76,10.71,10.7,10.49,8.45,4.28,1.09,0.72,0.656
2000-06-12,104-09,37.0567,130.6267,18.93,18.88,14.55,12.46,11.58,11.12,10.88,10.71,10.54,9.0,5.07,2.1,0.93,0.65,0.6467
2000-08-06,104-09,37.0567,130.6267,23.5,20.0,17.58,12.73,11.36,11.0,10.87,10.82,10.67,9.77,5.58,1.92,1.04,0.8,0.6732
2000-10-11,104-09,37.0567,130.6267,20.03,19.78,19.52,16.52,12.02,11.15,10.96,10.88,10.81,10.48,5.03,2.16,1.15,0.86,0.7070000000000001
2000-12-08,104-09,37.0567,130.6267,15.64,15.66,15.58,15.14,14.59,11.18,10.97,10.93,10.85,10.71,6.01,2.49,0.97,0.83,0.7666000000000001
2001-02-19,104-09,37.0567,130.6267,11.28,11.29,11.26,11.26,11.24,11.21,11.2,11.19,11.17,10.67,6.42,2.75,1.03,0.79,0.6984
