DATE,Station-Point,Latitude,Longitude,0,10,20,30,50,75,100,125,150,200,250,300,400,500,SSH
2000-06-10,105-10,37.5533,130.9317,16.44,13.53,12.9,12.39,11.49,11.09,10.99,10.9,10.79,10.52,8.56,5.46,1.23,0.75,0.6528
2000-08-05,105-10,37.5533,130.9317,22.75,21.56,17.73,15.22,11.62,9.52,7.29,3.53,2.19,1.18,0.96,0.97,0.72,0.61,0.516
2000-10-10,105-10,37.5533,130.9317,20.35,20.39,20.34,18.4,10.63,7.04,3.26,2.87,1.96,1.34,1.11,0.79,0.74,0.57,0.5377000000000001
2000-12-08,105-10,37.5533,130.9317,16.57,16.57,16.59,16.6,11.7,11.13,8.05,4.27,2.78,1.5,1.28,1.05,0.77,0.63,0.6427
2001-02-18,105-10,37.5533,130.9317,11.73,11.73,11.7,11.66,11.36,11.11,9.55,6.48,3.21,1.85,1.21,0.96,0.75,0.6,0.5834
2001-04-15,105-10,37.5533,130.9317,12.63,12.64,12.39,11.98,11.21,11.01,10.61,10.28,9.34,3.61,1.43,1.01,0.8,0.61,0.5165000000000001
2001-06-11,105-10,37.5533,130.9317,19.27,19.22,15.62,13.23,9.98,7.25,4.44,3.23,2.03,1.25,1.03,0.9,0.76,0.55,0.4928
2001-08-22,105-10,37.5533,130.9317,26.34,26.14,19.15,18.34,16.62,14.72,12.33,10.81,7.64,3.83,1.43,0.96,0.73,0.56,0.7275
2001-10-20,105-10,37.5533,130.9317,20.81,20.81,20.82,20.82,20.8,16.52,15.19,12.76,9.4,2.51,1.49,1.04,0.67,0.53,0.8443
2001-12-19,105-10,37.5533,130.9317,13.82,14.03,14.03,13.79,13.35,13.32,12.93,9.5,4.59,1.67,1.1,0.89,0.7,0.56,0.6371
2002-02-14,105-10,37.5533,130.9317,8.06,8.2,8.17,8.15,8.05,8.0,5.77,3.48,2.24,1.2,0.96,0.77,0.6,0.47,0.4757
2002-04-18,105-10,37.5533,130.9317,11.79,11.74,11.72,11.67,11.49,7.85,6.48,4.52,2.75,1.55,1.25,0.95,0.68,0.57,0.5435
2002-06-06,105-10,37.5533,130.9317,19.82,19.56,17.67,15.81,13.66,11.53,8.79,5.9,3.3,1.57,1.13,0.89,0.66,0.52,0.6198
2002-10-25,105-10,37.5533,130.9317,18.15,18.41,18.46,18.46,18.14,14.99,9.6,6.04,3.72,1.59,1.08,0.84,0.63,0.5,0.7157
2002-12-21,105-10,37.5533,130.9317,14.07,13.77,13.59,13.55,13.56,13.36,13.08,10.79,6.4,2.42,1.28,1.02,0.66,0.55,0.6251
2003-02-25,105-10,37.5533,130.9317,9.26,9.42,9.38,9.37,9.37,9.36,9.05,6.54,4.78,2.36,1.29,0.95,0.69,0.53,0.5349
2003-04-24,105-10,37.5533,130.9317,10.84,10.78,10.66,10.63,10.53,9.0,7.31,5.92,4.72,2.04,1.22,0.93,0.68,0.51,0.4757
2003-06-13,105-10,37.5533,130.9317,19.09,17.54,16.14,14.16,13.05,10.74,9.31,8.38,6.27,3.64,1.84,1.25,0.74,0.58,0.6459
2003-08-12,105-10,37.5533,130.9317,24.02,23.04,21.43,19.6,17.36,14.88,11.74,9.02,8.11,2.53,1.29,0.98,0.69,0.55,0.7384000000000001
2003-10-16,105-10,37.5533,130.9317,20.39,20.41,20.41,20.38,20.42,16.91,14.96,12.81,8.8,4.26,1.92,1.04,0.69,0.55,0.8683000000000001
2004-04-29,105-10,37.5533,130.9317,11.74,11.64,11.33,11.16,11.09,10.32,10.29,10.27,10.23,10.11,9.66,8.32,1.64,0.85,0.7096
2004-06-13,105-10,37.5533,130.9317,18.72,18.55,16.64,13.3,11.22,10.57,10.36,10.28,10.21,9.94,9.05,5.54,1.06,0.74,0.7276
2004-08-12,105-10,37.5533,130.9317,26.87,26.43,21.77,16.71,15.16,12.89,11.07,10.32,9.79,6.49,2.66,1.45,0.78,0.59,0.7432000000000001
2004-10-18,105-10,37.5533,130.9317,19.11,19.14,19.14,18.99,14.25,11.34,10.39,10.11,9.71,6.68,3.78,1.67,1.01,0.78,0.7379
2004-12-11,105-10,37.5533,130.9317,16.48,16.65,16.66,16.65,16.65,16.64,15.71,11.12,5.9,2.39,1.39,1.03,0.79,0.67,0.7215
2005-03-15,105-10,37.5533,130.9317,9.8,9.83,9.78,9.41,8.53,8.08,7.63,7.18,5.82,2.53,1.56,1.12,0.81,0.63,0.4771
2005-04-21,105-10,37.5533,130.9317,11.3,11.29,11.12,10.66,9.82,9.56,9.34,9.03,8.53,6.31,3.2,1.47,0.92,0.68,0.5394
2005-06-24,105-10,37.5533,130.9317,21.96,21.12,21.36,16.78,15.29,14.13,11.92,10.56,9.54,6.64,3.85,1.85,0.97,0.78,0.6605000000000001
2005-08-27,105-10,37.5533,130.9317,23.6,21.49,13.81,14.44,14.18,9.49,9.07,6.35,3.58,1.95,1.32,1.01,0.75,0.59,0.5689000000000001
2006-02-24,105-10,37.5533,130.9317,10.11,10.05,10.1,10.06,9.99,9.99,10.01,8.11,5.79,2.38,1.49,1.08,0.79,0.6,0.5188
2006-04-25,105-10,37.5533,130.9317,11.76,11.66,11.58,11.41,11.03,10.92,10.53,10.48,10.09,6.77,3.17,2.09,0.97,0.75,0.5398000000000001
2006-06-17,105-10,37.5533,130.9317,17.8,17.8,16.88,16.69,14.6,12.57,11.42,10.01,8.66,5.25,2.43,1.44,0.87,0.67,0.6504
2006-10-17,105-10,37.5533,130.9317,22.41,22.07,21.98,22.14,20.54,14.99,14.47,10.96,8.07,3.38,1.79,1.33,0.89,0.68,0.8757
2007-02-07,105-10,37.5533,130.9317,11.8998,11.9164,11.9279,11.9238,11.7155,8.779,6.9343,4.9977,3.6371,1.9140000000000001,1.239,0.982,0.738,0.6016,0.5163
2007-04-07,105-10,37.5533,130.9317,13.0231,13.0686,13.0713,13.0449,12.5763,11.1937,10.2369,8.4178,6.4855,3.2459,1.7724,1.2394,0.8334,0.6336,0.5793
2007-06-13,105-10,37.5533,130.9317,18.9778,18.7846,16.2393,14.8798,13.9017,11.7159,9.2719,7.0914,5.2083,2.9334,1.7482,1.3129,0.8567,0.6829,0.6128
2007-08-18,105-10,37.5533,130.9317,25.1272,24.4056,18.6154,17.1784,16.2491,14.3622,9.8155,5.8,3.363,2.2133,1.442,1.1182,0.7974,0.6283,0.7262000000000001
2007-12-11,105-10,37.5533,130.9317,15.1148,15.092,14.9978,14.959000000000001,14.9403,14.9849,14.9982,12.7828,8.1023,3.2092,2.0106,1.3065,0.9058,0.7261,0.7664000000000001
2008-02-19,105-10,37.5533,130.9317,11.3996,11.4092,11.4107,11.412,11.4139,11.4183,11.4202,11.4217,11.4003,10.353,3.8348,1.8009,1.0095,0.7568,0.7003
2008-04-09,105-10,37.5533,130.9317,11.4264,11.4308,11.2983,11.1072,10.6405,10.5351,10.4733,8.8988,6.2605,2.8089,1.5524,1.2773,0.9611,0.727,0.5618000000000001
2008-06-13,105-10,37.5533,130.9317,18.2972,18.1875,16.0671,12.1803,8.2584,5.4245,3.7087,2.3309,1.7908,1.3199,1.0593,0.8949,0.7,0.5637,0.5049
2008-08-08,105-10,37.5533,130.9317,24.3763,21.4293,18.4085,17.3594,14.6429,12.4263,9.5962,6.5793,4.7418,1.7158,1.1526,1.0041,0.7343,0.5953,0.5907
2008-10-12,105-10,37.5533,130.9317,20.5733,20.585,20.317999999999998,19.0429,12.044,7.0592,4.4498,3.1010000000000004,2.0706,1.36,1.0717,0.8974,0.7209,0.5738,0.5954
2009-02-26,105-10,37.5533,130.9317,11.5412,11.5394,10.7714,10.6431,10.4387,10.1166,8.8629,6.347,4.0303,1.3649,1.1144,0.9038,0.6653,0.4804,0.533
2009-04-09,105-10,37.5533,130.9317,11.6233,11.6343,10.9883,10.6564,9.725,7.9797,5.8875,4.2467,2.9261,1.6139,1.1667,0.9512,0.7353,0.5381,0.5145000000000001
2009-06-08,105-10,37.5533,130.9317,17.2109,17.2483,16.6372,14.2995,12.517000000000001,11.6628,10.9307,10.0266,9.6899,5.7256,2.3905,1.5037,0.8708,0.677,0.6739
2010-04-05,105-10,37.5533,130.9317,12.171,12.1506,11.9916,11.8068,11.7207,11.5182,9.916,6.9653,3.7968,1.5812,1.1079,0.8529,0.7061,0.6203,0.4968
2010-06-20,105-10,37.5533,130.9317,21.901999999999997,18.2661,16.6314,16.1703,15.159,12.1443,7.5232,4.8391,3.1344,1.5096,0.982,0.8048,0.6912,0.523,0.5359
2010-10-16,105-10,37.5533,130.9317,20.5543,20.5387,20.5451,20.2913,16.0056,11.9769,7.6552,5.0037,2.9518,1.6229,1.2499,0.9916,0.743,0.5785,0.7127
2011-02-19,105-10,37.5533,130.9317,10.382,10.3885,10.394,10.3892,10.3926,10.3721,10.3752,10.3772,10.3732,10.0484,6.9905,4.6544,1.4687,0.8703,0.6604
2011-04-11,105-10,37.5533,130.9317,10.0528,9.9387,9.7198,9.5247,9.463,9.2559,8.9554,8.5333,7.3642,4.2628,2.4777,1.3248,0.9440000000000001,0.727,0.5769000000000001
2011-06-12,105-10,37.5533,130.9317,,,,,,,,,,,,,,,0.6062000000000001
2011-08-27,105-10,37.5533,130.9317,24.394000000000002,21.9261,15.5282,13.4058,10.142999999999999,9.0289,7.2604,5.3188,2.7915,2.3379,1.7621,1.2631,0.9363,0.7449,0.6
2011-10-08,105-10,37.5533,130.9317,21.0863,21.1067,21.0978,20.858,14.5903,9.1875,5.1241,2.7574,2.0415,1.472,1.1481,0.9543,0.7462,0.6117,0.7046
2011-12-14,105-10,37.5533,130.9317,16.0439,16.0283,16.0366,16.0367,16.0398,16.0362,16.0379,11.5612,8.0041,2.9871,1.6088,1.2607,0.9264,0.741,0.6913
2012-02-12,105-10,37.5533,130.9317,9.2497,9.235,9.1685,9.1021,9.0429,8.9104,7.7929,5.3003,3.8944,1.8562,1.3742,1.0888,0.7929,0.6224,0.4902
2012-04-09,105-10,37.5533,130.9317,12.4737,12.4649,12.2175,12.0079,11.7896,11.168,9.1304,6.4213,4.0177,1.7625,1.35,1.0653,0.7913,0.6285,0.4464
2012-06-27,105-10,37.5533,130.9317,20.8685,20.8704,18.1174,15.6896,15.0487,14.7684,13.5188,9.9353,5.4683,2.6188,1.5374,1.2417,0.8775,0.7104,0.6970000000000001
2012-08-24,105-10,37.5533,130.9317,26.2061,25.9597,18.5491,17.2646,15.7922,14.6265,13.0147,10.7848,8.969,5.3702,2.8941,1.6191,1.0306,0.805,0.8652000000000001
2012-10-08,105-10,37.5533,130.9317,22.499000000000002,22.3569,21.9212,19.5492,17.3335,16.1509,14.7057,11.8542,8.846,4.8651,2.7146,1.5826,1.0208,0.7737,0.8727
2012-12-14,105-10,37.5533,130.9317,14.625,14.6348,14.640999999999998,14.6381,14.6488,14.6401,14.6389,14.5785,10.93,6.7155,3.6787,1.8795,1.0354,0.7927,0.7776000000000001
2013-02-25,105-10,37.5533,130.9317,10.28,10.3,10.3,10.3,10.3,10.3,10.29,10.3,10.27,9.27,6.72,3.15,1.23,0.84,0.6361
2013-04-15,105-10,37.5533,130.9317,9.47,9.42,9.21,8.06,6.02,5.61,4.19,3.32,2.52,1.66,1.36,1.13,0.81,0.66,0.5633
2013-06-09,105-10,37.5533,130.9317,19.57,19.08,17.25,16.34,13.91,11.77,10.49,9.02,5.46,3.04,1.96,1.24,0.88,0.72,0.6384000000000001
2013-08-20,105-10,37.5533,130.9317,26.57,21.63,18.5,17.93,15.74,15.32,13.89,11.47,9.59,4.66,3.06,1.59,0.92,0.73,0.7807000000000001
2013-10-27,105-10,37.5533,130.9317,19.88,19.89,19.84,19.79,17.93,16.61,13.3,10.81,10.21,7.72,6.7,5.64,1.21,0.98,0.9216000000000001
2013-12-08,105-10,37.5533,130.9317,15.56,15.59,15.58,15.58,15.58,15.57,15.38,14.6,11.9,7.12,3.66,1.95,1.03,0.82,0.7869
2014-02-27,105-10,37.5533,130.9317,12.4343,12.3328,11.5142,10.7198,9.6993,8.8969,6.7354,5.0511,4.4465,1.6152,1.1929,1.0183,0.7692,0.6202,0.5712
2014-04-17,105-10,37.5533,130.9317,14.7438,14.7481,14.7336,14.6642,13.6543,11.4923,10.4151,8.2819,6.3277,2.7147,1.475,1.166,0.8553,0.752,0.6173000000000001
2014-06-10,105-10,37.5533,130.9317,18.8521,18.8774,18.4409,15.6334,13.4493,11.4942,11.1679,10.7469,10.385,9.1304,5.6589,2.9692,1.0766,0.823,0.7021000000000001
2014-08-16,105-10,37.5533,130.9317,23.7869,23.7422,23.0602,17.6955,15.8413,14.7578,12.2091,8.8548,5.8449,2.2727,1.4335,1.0455,0.8782,0.7346,0.7239
2014-10-19,105-10,37.5533,130.9317,20.756999999999998,20.7591,20.7608,20.7513,20.6894,16.8733,13.5113,9.4055,5.9651,2.5994,1.5119999999999998,1.1811,0.8975,0.711,0.8689
2014-12-10,105-10,37.5533,130.9317,14.9676,14.9237,14.9253,14.9341,14.9852,14.9902,14.9819,13.4046,9.2262,3.7891,2.1847,1.4099,0.9688,0.8141,0.7774000000000001
2015-02-11,105-10,37.5533,130.9317,11.3828,11.3753,11.3757,11.3774,11.3772,11.3726,11.3637,11.3419,11.33,11.1047,7.3709,2.7722,1.1908,0.8865,0.7617
2015-04-15,105-10,37.5533,130.9317,11.3443,11.3234,11.2579,11.0219,10.9362,10.6499,10.4661,10.3742,10.368,10.3176,9.5913,7.1346,1.5313,1.0281,0.6985
2015-06-14,105-10,37.5533,130.9317,20.21,19.6858,16.5378,13.0149,11.6348,10.975,10.7631,10.6185,10.4334,10.2925,9.7072,5.9232,1.4292,0.9301,0.7695000000000001
2015-08-09,105-10,37.5533,130.9317,26.4664,24.8488,20.8972,16.1911,13.0808,11.09,10.595999999999998,10.4654,10.3466,9.6154,5.4552,2.4954,1.2271,0.9625,0.8266
2015-10-23,105-10,37.5533,130.9317,21.2878,21.2985,21.3131,21.3245,19.0337,15.5311,11.9078,10.7505,10.4085,7.3743,2.9907,1.6165,1.0879,0.8752,0.8408
2015-12-09,105-10,37.5533,130.9317,15.1871,15.1906,15.1904,15.1903,15.0502,13.2354,11.9421,11.1385,10.7868,10.3666,9.498,6.5286,1.5297,0.9596,0.8312
2016-02-22,105-10,37.5533,130.9317,10.8449,10.8321,10.8411,10.8227,10.7768,10.5955,9.1477,8.397,6.5333,3.0579,1.8278,1.2227,0.9025,0.7725,0.5937
2016-04-11,105-10,37.5533,130.9317,13.4794,13.347999999999999,13.312000000000001,13.1862,12.5863,11.7619,10.6435,10.1757,9.2834,7.401,4.3472,1.6815,1.0053,0.8208,0.686
2016-06-20,105-10,37.5533,130.9317,21.8589,21.5044,17.4452,16.3151,15.3835,12.923,10.7843,10.5863,10.3312,5.9308,2.8383,1.4317,1.0264,0.7878,0.7322000000000001
2016-08-08,105-10,37.5533,130.9317,27.5796,25.3565,20.2386,18.3177,16.1637,15.2653,13.4871,11.2833,10.4064,6.4801,2.0617,1.6859,1.2318,0.9094,0.7767000000000001
2016-10-13,105-10,37.5533,130.9317,22.5051,22.5075,22.5096,22.5152,22.385,17.4919,15.9604,14.719000000000001,11.5956,3.5718,1.9477,1.4872,1.02,0.8065,0.9626
2016-12-12,105-10,37.5533,130.9317,15.5684,15.5767,15.5672,15.5726,15.5807,15.7538,15.3753,14.1691,12.9951,10.3405,4.4127,2.0107,1.1929,0.9425,0.9774
2017-02-12,105-10,37.5533,130.9317,11.6184,11.6038,11.5545,11.5251,11.4481,11.3823,11.3696,9.9165,6.8988,2.583,1.5668,1.3076,0.8958,0.7274,0.6738000000000001
2017-04-09,105-10,37.5533,130.9317,11.8817,11.8793,11.3713,10.9508,10.2914,10.385,9.9649,8.3944,6.33,2.9768,1.6952,1.2453,0.9233,0.7299,0.5931000000000001
2017-06-20,105-10,37.5533,130.9317,19.4715,19.4533,18.157,16.2937,14.6644,12.0277,10.8936,9.5826,7.9764,3.1479,1.7825,1.3235,0.9067,0.7254,0.6642
2017-08-16,105-10,37.5533,130.9317,25.9936,25.9947,18.4258,16.295,15.3326,13.4979,11.8365,10.1315,8.3156,3.3869,1.7491,1.2423,0.8955,0.7393,0.7269
2017-10-19,105-10,37.5533,130.9317,20.1218,20.1163,20.1229,20.1062,16.8225,15.5293,13.5371,11.9611,10.7593,5.4526,2.2101,1.4036,0.9538,0.7844,0.8533000000000001
2017-12-15,105-10,37.5533,130.9317,12.7436,12.7436,12.7523,12.7461,12.607999999999999,12.5448,12.299000000000001,11.4977,5.5174,2.5844,1.5055,1.1113,0.7876,0.6711,0.595
1993-02-10,105-11,37.5533,131.2433,10.42,10.52,10.61,10.61,10.61,10.61,10.2,9.6,7.46,3.39,2.28,1.39,0.91,0.56,0.4423
1993-04-15,105-11,37.5533,131.2433,11.41,11.4,10.38,10.12,9.92,9.57,9.15,8.99,7.31,5.07,4.11,2.06,1.79,1.3,0.5095000000000001
1993-06-01,105-11,37.5533,131.2433,19.9,19.86,19.34,16.79,15.72,14.79,13.44,11.03,9.27,5.36,2.49,1.5,0.77,0.59,0.4833
1993-08-18,105-11,37.5533,131.2433,20.41,19.92,19.49,18.89,14.86,8.48,7.85,5.2,3.73,2.1,1.42,0.99,0.91,0.54,0.47240000000000004
1993-10-21,105-11,37.5533,131.2433,18.1,18.1,17.92,17.8,13.25,7.8,5.95,5.8,5.7,4.17,2.23,1.52,0.94,0.72,0.5486
1993-12-17,105-11,37.5533,131.2433,11.46,10.92,10.54,10.45,10.33,9.81,8.2,7.52,6.86,5.04,3.66,2.72,1.5,0.87,0.4063
1994-02-18,105-11,37.5533,131.2433,7.01,7.01,6.9,6.68,6.58,6.45,6.12,3.88,2.95,1.95,1.77,1.27,1.05,0.95,0.4107
1994-04-19,105-11,37.5533,131.2433,10.2,9.28,8.89,8.22,7.48,6.73,5.82,3.35,2.46,1.73,1.24,1.02,0.83,0.64,0.46430000000000005
1994-06-24,105-11,37.5533,131.2433,18.46,18.16,17.9,16.07,14.89,14.14,12.62,8.33,5.9,2.48,1.63,1.18,0.72,0.52,0.5427000000000001
1994-08-18,105-11,37.5533,131.2433,26.58,20.18,13.2,11.8,6.45,4.3,2.94,2.08,1.7,1.22,0.98,0.85,0.6,0.56,0.6072000000000001
1994-10-16,105-11,37.5533,131.2433,17.44,16.84,16.24,15.21,12.97,4.8,3.65,2.66,1.98,1.22,0.92,0.73,0.52,0.36,0.5195000000000001
1994-12-21,105-11,37.5533,131.2433,16.05,16.05,16.05,16.05,16.05,16.05,15.98,15.92,9.35,4.52,3.05,1.52,0.86,0.62,0.5788
1995-03-08,105-11,37.5533,131.2433,12.07,12.08,12.09,11.57,10.7,9.63,7.38,5.63,3.42,1.81,1.36,1.02,0.65,0.47,0.4954
1995-04-13,105-11,37.5533,131.2433,12.24,12.24,12.22,12.22,12.17,12.06,9.74,7.7,5.61,2.2,1.44,1.19,0.72,0.52,0.5077
1995-06-08,105-11,37.5533,131.2433,17.79,16.68,16.28,15.88,13.21,11.78,10.99,10.33,9.94,7.02,3.54,1.77,0.98,0.61,0.5586
1995-08-10,105-11,37.5533,131.2433,23.36,22.69,16.8,15.51,14.8,12.67,10.61,8.43,7.49,3.98,1.82,1.49,0.88,0.52,0.5484
1995-10-24,105-11,37.5533,131.2433,18.6,18.6,18.6,17.06,12.81,8.75,3.78,2.51,1.89,1.2,0.94,0.78,0.62,0.51,0.5826
1995-12-11,105-11,37.5533,131.2433,16.59,16.58,16.55,16.47,14.52,13.67,9.48,4.96,2.37,1.41,1.0,0.78,0.52,0.47,0.5955
1996-02-14,105-11,37.5533,131.2433,8.11,8.1,8.11,8.12,8.12,7.71,7.19,6.13,3.24,2.55,1.91,0.91,0.57,0.46,0.4298
1996-04-07,105-11,37.5533,131.2433,8.4,8.35,8.29,8.18,7.48,6.13,5.38,4.28,3.2,1.78,1.22,0.98,0.65,0.48,0.38620000000000004
1996-06-10,105-11,37.5533,131.2433,17.83,15.74,15.21,13.28,11.96,8.36,6.52,5.41,4.84,2.84,1.72,1.17,0.71,0.47,0.5253
1996-10-12,105-11,37.5533,131.2433,20.5,20.49,20.13,15.02,13.9,10.53,6.08,4.3,3.13,1.69,1.25,1.01,0.64,0.45,0.6492
1996-12-12,105-11,37.5533,131.2433,16.33,16.33,16.33,16.33,16.27,15.95,14.09,5.1,3.36,1.81,1.36,1.13,0.69,0.44,0.5371
1997-02-15,105-11,37.5533,131.2433,8.26,8.28,8.27,8.24,7.5,6.18,3.27,1.8,1.39,1.11,0.88,0.75,0.54,0.43,0.4899
1997-04-15,105-11,37.5533,131.2433,10.5,10.47,0.01,9.58,7.46,4.01,2.83,2.08,1.53,1.05,0.88,0.7,0.47,0.38,0.3886
1997-06-11,105-11,37.5533,131.2433,17.35,16.38,15.51,12.29,7.29,4.61,3.18,2.23,1.57,1.11,0.86,0.75,0.48,0.4,0.5061
1997-08-28,105-11,37.5533,131.2433,24.54,24.29,19.58,14.92,12.44,7.12,4.89,3.59,2.57,1.57,1.15,0.89,0.64,0.49,0.5563
1997-10-15,105-11,37.5533,131.2433,21.29,21.31,21.32,21.32,21.4,16.13,14.64,7.55,4.51,1.76,1.19,0.91,0.63,,0.6626000000000001
1997-12-16,105-11,37.5533,131.2433,16.16,16.16,16.17,16.17,16.17,16.16,15.61,12.5,5.42,2.07,1.2,0.94,0.66,0.61,0.6565000000000001
1998-02-24,105-11,37.5533,131.2433,10.38,10.38,10.38,10.38,10.38,10.38,10.36,10.28,10.17,6.62,3.2,1.75,0.95,0.71,0.6043000000000001
1998-08-22,105-11,37.5533,131.2433,24.08,23.98,17.78,16.28,15.68,14.68,11.36,9.31,6.63,3.23,1.78,1.19,0.77,0.55,0.6413
1998-10-22,105-11,37.5533,131.2433,19.73,19.73,19.73,19.43,15.73,13.63,11.43,10.73,9.83,4.83,2.33,1.33,0.83,0.63,0.7453000000000001
1998-12-14,105-11,37.5533,131.2433,14.63,14.63,14.63,14.63,14.63,14.73,14.83,11.83,10.63,4.73,2.63,1.33,0.83,0.63,0.6817000000000001
1999-02-14,105-11,37.5533,131.2433,11.17,11.17,11.18,11.18,11.18,11.19,11.19,11.16,9.17,5.68,2.16,1.34,0.85,0.59,0.5622
1999-04-18,105-11,37.5533,131.2433,13.27,13.26,13.24,13.17,12.93,12.44,11.8,10.54,7.67,3.21,1.63,1.2,0.78,0.53,0.5278
1999-06-05,105-11,37.5533,131.2433,17.72,17.05,16.38,15.89,14.11,10.75,9.41,6.81,5.38,2.83,1.57,1.25,0.86,0.61,0.5877
1999-08-28,105-11,37.5533,131.2433,25.04,24.97,24.89,22.6,16.37,12.95,10.1,7.0,4.49,2.14,1.23,0.94,0.67,0.52,0.7130000000000001
1999-12-29,105-11,37.5533,131.2433,14.84,14.83,14.83,14.83,14.83,14.82,14.82,14.68,14.62,8.67,3.42,1.49,0.88,0.66,0.8001
2000-02-29,105-11,37.5533,131.2433,11.09,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,8.71,2.62,1.13,0.77,0.7233
2000-04-14,105-11,37.5533,131.2433,11.24,11.22,11.07,11.03,10.99,10.94,10.92,10.71,10.59,10.08,7.96,4.27,1.16,0.68,0.6361
2000-06-10,105-11,37.5533,131.2433,17.82,16.75,12.75,11.95,11.56,11.04,10.88,10.77,10.71,10.29,7.7,3.93,1.13,0.74,0.6598
2000-08-05,105-11,37.5533,131.2433,22.69,22.41,19.05,14.42,10.67,7.12,4.37,1.6,1.6,1.42,1.03,0.86,0.67,0.55,0.524
2000-10-10,105-11,37.5533,131.2433,20.01,20.23,20.25,17.79,8.39,4.69,4.01,2.89,1.96,1.19,0.88,0.9,0.76,0.61,0.5362
2000-12-08,105-11,37.5533,131.2433,15.88,15.89,15.91,15.92,15.96,14.09,7.49,3.79,2.69,1.56,1.04,1.02,0.78,0.62,0.6158
2001-02-18,105-11,37.5533,131.2433,11.36,11.36,11.24,11.25,10.51,9.65,7.41,4.28,3.21,1.52,1.21,1.0,0.75,0.6,0.5621
2001-04-15,105-11,37.5533,131.2433,12.19,12.18,12.22,12.2,11.27,10.49,9.3,6.53,3.96,1.94,1.21,0.97,0.73,0.54,0.4572
2001-06-11,105-11,37.5533,131.2433,19.26,19.24,14.15,10.06,6.71,4.01,2.68,1.87,1.48,1.05,0.85,0.72,0.5,0.42,0.46540000000000004
2001-08-23,105-11,37.5533,131.2433,26.02,26.02,19.42,17.96,16.13,15.06,13.22,10.93,7.8,2.62,1.32,0.93,0.7,0.62,0.6978000000000001
2001-10-20,105-11,37.5533,131.2433,21.14,21.21,21.21,21.21,21.21,15.88,10.05,5.08,3.43,1.61,1.07,0.85,0.67,0.53,0.7512000000000001
2001-12-19,105-11,37.5533,131.2433,12.93,13.02,13.06,13.03,13.02,12.95,12.85,11.32,5.82,2.19,1.38,1.07,0.76,0.58,0.619
2002-02-15,105-11,37.5533,131.2433,7.77,7.78,7.78,7.78,7.78,6.41,4.11,3.13,2.02,1.24,1.0,0.85,0.61,0.48,0.4652
2002-04-18,105-11,37.5533,131.2433,11.12,11.09,10.89,9.81,6.58,3.93,2.78,1.92,1.4,1.01,0.85,0.73,0.6,0.48,0.505
2002-06-06,105-11,37.5533,131.2433,19.48,18.93,17.29,15.2,13.87,12.25,9.96,6.79,3.73,1.73,1.08,0.87,0.65,0.54,0.6302
2002-08-16,105-11,37.5533,131.2433,23.11,23.14,22.5,17.98,15.3,14.06,10.93,8.24,5.42,2.53,1.39,1.02,0.75,0.55,0.7322000000000001
2002-10-26,105-11,37.5533,131.2433,19.07,19.35,19.36,19.36,15.05,8.89,6.18,3.32,2.06,1.13,0.84,0.74,0.57,0.46,0.6769000000000001
2002-12-21,105-11,37.5533,131.2433,12.05,12.1,12.11,12.12,12.12,12.11,12.02,11.8,10.17,3.3,1.61,1.01,0.72,0.56,0.6543
2003-02-25,105-11,37.5533,131.2433,10.37,10.51,10.52,10.52,10.52,10.52,9.56,8.73,6.51,2.37,1.13,0.92,0.64,0.51,0.536
2003-04-24,105-11,37.5533,131.2433,10.87,10.84,10.69,10.67,10.03,8.03,6.04,5.04,4.21,2.12,1.25,0.88,0.65,0.51,0.48850000000000005
2003-06-13,105-11,37.5533,131.2433,19.36,19.32,16.2,14.4,12.02,10.09,8.67,6.66,4.98,2.59,1.42,1.02,0.7,0.55,0.6542
2003-08-12,105-11,37.5533,131.2433,24.17,24.01,21.48,19.62,16.3,14.1,11.55,9.65,8.66,4.78,2.26,1.28,0.76,0.59,0.7386
2003-10-16,105-11,37.5533,131.2433,21.57,21.57,21.57,21.56,19.14,16.15,13.66,11.12,9.02,5.97,3.08,1.27,0.78,0.62,0.8626
2004-02-12,105-11,37.5533,131.2433,10.44,10.93,10.91,10.84,10.39,9.96,9.6,9.29,9.0,6.64,3.0,1.52,0.84,0.62,0.6009
2004-04-29,105-11,37.5533,131.2433,12.02,11.91,11.45,11.42,11.38,10.53,10.29,10.17,9.84,8.4,5.52,2.27,0.9,0.65,0.658
2004-06-13,105-11,37.5533,131.2433,19.29,18.94,17.5,15.65,13.83,11.46,10.34,9.89,9.16,6.71,2.64,1.31,0.8,0.61,0.6920000000000001
2004-08-12,105-11,37.5533,131.2433,26.6,25.06,18.82,15.34,13.07,11.31,10.52,10.24,10.08,9.32,6.69,2.76,0.99,0.69,0.7732
2004-10-18,105-11,37.5533,131.2433,19.29,19.3,19.3,19.26,13.94,10.94,10.21,9.97,9.43,5.86,2.12,1.39,0.93,0.67,0.7024
2004-12-11,105-11,37.5533,131.2433,12.3,12.3,12.31,12.31,12.22,9.08,4.7,2.56,1.92,1.28,1.05,0.87,0.65,0.54,0.633
2005-03-15,105-11,37.5533,131.2433,7.6,7.64,7.64,7.63,7.55,5.41,5.01,4.34,3.08,1.42,1.0,0.81,0.64,0.52,0.43760000000000004
